Ckpt save path : data/ckpt/161116_BN.ckpt
Reading tar file from data/tar/161109.tgz...
label loaded
[2016-11-16 17:51:18] Training 410000, mini-batch 200 * 2050
[2016-11-16 18:48:57] 12.68 1.12e-04 1.000 7.35e-03 0.998 1.23e-06
[2016-11-16 18:49:24] 12.78 1.18e-04 1.000 7.38e-03 0.998 1.16e-06
[2016-11-16 18:49:51] 12.88 1.86e-04 1.000 7.37e-03 0.998 1.09e-06
[2016-11-16 18:50:18] 12.98 1.68e-04 1.000 7.37e-03 0.998 1.03e-06
[2016-11-16 18:50:46] 13.07 1.69e-04 1.000 7.37e-03 0.998 9.66e-07
[2016-11-16 18:51:12] 13.17 6.63e-03 0.995 7.37e-03 0.998 9.10e-07
[2016-11-16 18:51:38] 13.27 2.41e-03 1.000 7.37e-03 0.998 8.57e-07
[2016-11-16 18:52:04] 13.37 7.88e-04 1.000 7.38e-03 0.998 8.07e-07
[2016-11-16 18:52:30] 13.46 4.81e-03 0.995 7.37e-03 0.998 7.60e-07
[2016-11-16 18:52:57] 13.56 2.58e-04 1.000 7.37e-03 0.998 7.16e-07
[2016-11-16 18:53:24] 13.66 2.23e-04 1.000 7.36e-03 0.998 6.74e-07
[2016-11-16 18:53:50] 13.76 3.64e-03 0.995 7.37e-03 0.998 6.35e-07
[2016-11-16 18:54:17] 13.85 1.88e-04 1.000 7.37e-03 0.998 5.98e-07
[2016-11-16 18:54:44] 13.95 2.03e-03 1.000 7.37e-03 0.998 5.63e-07
[2016-11-16 18:55:12] 14.05 1.03e-04 1.000 7.37e-03 0.998 5.30e-07
[2016-11-16 18:55:38] 14.15 1.65e-04 1.000 7.37e-03 0.998 4.99e-07
[2016-11-16 18:56:04] 14.24 8.03e-05 1.000 7.37e-03 0.998 4.70e-07
[2016-11-16 18:56:30] 14.34 9.98e-04 1.000 7.37e-03 0.998 4.43e-07
[2016-11-16 18:56:57] 14.44 1.07e-04 1.000 7.37e-03 0.998 4.17e-07
[2016-11-16 18:57:23] 14.54 9.37e-04 1.000 7.37e-03 0.998 3.93e-07
[2016-11-16 18:57:50] 14.63 2.32e-04 1.000 7.37e-03 0.998 3.70e-07
[2016-11-16 18:58:17] 14.73 2.77e-04 1.000 7.37e-03 0.998 3.48e-07
[2016-11-16 18:58:44] 14.83 2.53e-04 1.000 7.37e-03 0.998 3.28e-07
[2016-11-16 18:59:11] 14.93 3.28e-04 1.000 7.37e-03 0.998 3.09e-07
[2016-11-16 18:59:38] 15.02 1.01e-04 1.000 7.37e-03 0.998 2.91e-07
[2016-11-16 19:00:04] 15.12 1.39e-04 1.000 7.37e-03 0.998 2.74e-07
[2016-11-16 19:00:30] 15.22 1.19e-04 1.000 7.37e-03 0.998 2.58e-07
[2016-11-16 19:00:56] 15.32 9.53e-03 0.995 7.37e-03 0.998 2.43e-07
[2016-11-16 19:01:23] 15.41 1.60e-04 1.000 7.37e-03 0.998 2.29e-07
[2016-11-16 19:01:49] 15.51 1.58e-04 1.000 7.37e-03 0.998 2.16e-07
[2016-11-16 19:02:16] 15.61 1.20e-04 1.000 7.37e-03 0.998 2.03e-07
[2016-11-16 19:02:42] 15.71 1.52e-04 1.000 7.37e-03 0.998 1.91e-07
[2016-11-16 19:03:09] 15.80 8.31e-04 1.000 7.37e-03 0.998 1.80e-07
[2016-11-16 19:03:36] 15.90 8.02e-03 0.995 7.37e-03 0.998 1.70e-07
[2016-11-16 19:04:03] 16.00 4.95e-03 0.995 7.37e-03 0.998 1.60e-07
[2016-11-16 19:04:30] 16.10 7.55e-05 1.000 7.37e-03 0.998 1.50e-07
[2016-11-16 19:04:56] 16.20 2.81e-03 1.000 7.37e-03 0.998 1.42e-07
[2016-11-16 19:05:22] 16.29 1.48e-04 1.000 7.37e-03 0.998 1.33e-07
[2016-11-16 19:05:48] 16.39 2.01e-03 1.000 7.37e-03 0.998 1.26e-07
[2016-11-16 19:06:15] 16.49 1.44e-04 1.000 7.37e-03 0.998 1.18e-07
[2016-11-16 19:06:41] 16.59 2.02e-04 1.000 7.37e-03 0.998 1.11e-07
[2016-11-16 19:07:08] 16.68 1.08e-04 1.000 7.37e-03 0.998 1.05e-07
[2016-11-16 19:07:35] 16.78 1.15e-04 1.000 7.37e-03 0.998 9.88e-08
[2016-11-16 19:08:02] 16.88 1.85e-04 1.000 7.37e-03 0.998 9.30e-08
[2016-11-16 19:08:29] 16.98 1.67e-04 1.000 7.37e-03 0.998 8.76e-08
[2016-11-16 19:08:56] 17.07 1.66e-04 1.000 7.37e-03 0.998 8.25e-08
[2016-11-16 19:09:22] 17.17 6.71e-03 0.995 7.37e-03 0.998 7.77e-08
[2016-11-16 19:09:48] 17.27 2.48e-03 1.000 7.37e-03 0.998 7.32e-08
[2016-11-16 19:10:15] 17.37 7.70e-04 1.000 7.37e-03 0.998 6.89e-08
[2016-11-16 19:10:41] 17.46 4.74e-03 0.995 7.37e-03 0.998 6.49e-08
